etf_code,etf_name,holdings_file,holdings_latest_as_of,holdings_row_count,methodology_pdf_status,methodology_structured_status,index_code,index_name,rebalance_frequency,rebalance_months,rebalance_timing,rebalance_date_status,weighting_scheme,weight_cap,readiness,next_action,missing_data,review_flags
445150,KODEX 친환경조선해운액티브,etfs/output/files/holdings_445150.parquet,2026-06-16,8485,downloaded,draft_review_required,,FnGuide Shipbuilding & Shipping Industry Index,quarterly,"5,6,11,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
445690,BNK 주주가치액티브,etfs/output/files/holdings_445690.parquet,2026-06-16,18256,downloaded,draft_review_required,FI00.WLT.KAV,FnGuide K-Shareholder Value Index,semiannual,"5,11",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,custom_weighted,5%,,,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
447430,ACE 주주환원가치주액티브,etfs/output/files/holdings_447430.parquet,2026-06-16,11926,downloaded,draft_review_required,FI00.WLT.VAL,FnGuide Korea All-round Value Index,quarterly,"3,6,9,12",선물옵션 만기일(D)을 기준으로 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,equal_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|status=draft_extracted
447660,PLUS 애플채권혼합,etfs/output/files/holdings_447660.parquet,2026-06-16,4308,downloaded,draft_review_required,FI00.MIX.HAP,FnGuide APPLE Balanced Index,unknown,,개편 일정 FnGuide 애플채권혼합지수는 애플 단일 종목과 KIS 3년국채선물추종지수를 매일 동일한 3:7 비중으 로 조정하는 Constant Mix 방식을 적용합니다. 2.3 애플 종목변동 시 이벤트 적용...,missing_methodology_rule,unknown,,,,constituent_universe|corporate_actions|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|stock_prices,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|rebalance_rule_missing_or_ambiguous|selection.total_constituents not extracted with evidence|status=draft_extracted
447770,TIGER 테슬라채권혼합Fn,etfs/output/files/holdings_447770.parquet,2026-06-16,3130,downloaded,draft_review_required,FI00.MIX.TBI,FnGuide Tesla Balanced Index,unknown,,,missing_methodology_rule,unknown,,,,constituent_universe|corporate_actions|krx_trading_calendar|listed_shares|stock_prices,date_resolution_missing:krx_trading_calendar|rebalance_rule_missing_or_ambiguous|selection.total_constituents not extracted with evidence|status=draft_extracted
449450,PLUS K방산,etfs/output/files/holdings_449450.parquet,2026-06-16,3872,downloaded,draft_review_required,DIV.FI00.WLT.DF5,FnGuide Defense TOP5 Index TR,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,23%,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|rules.selection_count differs from PDF total constituents|status=draft_extracted|weight_cap_scope_requires_review
455850,SOL AI반도체소부장,etfs/output/files/holdings_455850.parquet,2026-06-16,7381,downloaded,draft_review_required,,FnGuide AI Semiconductor Materials & Equipment Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,20%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
455860,SOL 2차전지소부장Fn,etfs/output/files/holdings_455860.parquet,2026-06-16,7392,downloaded,draft_review_required,,FnGuide Secondary Battery Materials & Equipment Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,20%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
457990,PLUS 태양광&ESS,etfs/output/files/holdings_457990.parquet,2026-06-16,3874,downloaded,draft_review_required,FI00.WLT.HSI,FnGuide Solar & ESS Index,semiannual,"6,12",선물옵션 만기일(D)를 기준으로 2영업일 째(D+2)부터 2영업일에 걸쳐 정기 변경을,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|rules.selection_count differs from PDF total constituents|status=draft_extracted
458210,KIWOOM CD금리액티브(합성),etfs/output/files/holdings_458210.parquet,2026-06-16,1449,downloaded,draft_review_required,FBI.CD.01,FnGuide CD Interest Rates Index,annual,1,,requires_calendar,unknown,,,,constituent_universe|corporate_actions|krx_trading_calendar|listed_shares|stock_prices,date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
461950,KODEX 2차전지핵심소재10,etfs/output/files/holdings_461950.parquet,2026-06-16,3872,downloaded,draft_review_required,,FnGuide Secondary Battery Core Materials 10 Index,quarterly,"1,4,7,10",3 영업일 전(D)을 기준으로 합니다,requires_calendar,score_weighted,20%,,,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
462010,TIGER 2차전지소재Fn,etfs/output/files/holdings_462010.parquet,2026-06-16,6664,downloaded,draft_review_required,,FnGuide Secondary Battery Material Index,quarterly,"1,4,7,10",2영업일 째(D+2)에 2영업일에 걸쳐 정기 변경을 수행합니,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar
462330,KODEX 2차전지산업레버리지,etfs/output/files/holdings_462330.parquet,2026-06-16,14441,downloaded,draft_review_required,FI00.WLT.L05,FnGuide Secondary Battery Industry Leverage Index TR,semiannual,"5,11",storage or retrieval system nor should the material be disclosed to third parties without the written authorization o...,requires_calendar,market_cap_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|stock_prices,date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
464600,SOL 자동차소부장Fn,etfs/output/files/holdings_464600.parquet,2026-06-16,7392,downloaded,draft_review_required,,FnGuide Automobile Materials & Equipment Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,10%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
464610,SOL 의료기기소부장Fn,etfs/output/files/holdings_464610.parquet,2026-06-16,4852,downloaded,draft_review_required,,FnGuide Medical Device Materials & Equipment Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,10%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
466920,SOL 조선TOP3플러스,etfs/output/files/holdings_466920.parquet,2026-06-16,4874,downloaded,draft_review_required,,FnGuide Shipbuilding TOP3 Plus Index,quarterly,"2,5,8,11",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,25%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
466930,SOL 자동차TOP3플러스,etfs/output/files/holdings_466930.parquet,2026-06-16,4928,downloaded,draft_review_required,,FnGuide Automobile TOP3 Plus Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,10%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
466940,TIGER 은행고배당플러스TOP10,etfs/output/files/holdings_466940.parquet,2026-06-16,3872,downloaded,draft_review_required,,FnGuide Size/Style Index Series,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,25%,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
469150,ACE AI반도체TOP3+,etfs/output/files/holdings_469150.parquet,2026-06-16,7387,downloaded,draft_review_required,,FnGuide AI Semiconductor TOP3 Plus Price Return Index,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,requires_calendar,equal_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
469170,ACE 포스코그룹포커스,etfs/output/files/holdings_469170.parquet,2026-06-16,3861,downloaded,draft_review_required,FI00.WLT.HPV,FnGuide POSCO Group Focus Index,unknown,"3,5,6,9,11,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합,missing_methodology_rule,equal_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|rebalance_rule_missing_or_ambiguous|selection.total_constituents not extracted with evidence|status=draft_extracted
472170,TIGER 미국테크TOP10채권혼합,etfs/output/files/holdings_472170.parquet,2026-06-16,6298,downloaded,draft_review_required,FI00.MIX.U10,FnGuide 미국테크TOP10 채권혼합지수,unknown,,개편 일정 FnGuide 미국테크TOP10 채권혼합지수는 하위 지수인 Indxx US Tech Top10 지수와 KIS 국채 3- 10년 지수의 비중이 5:5가 되도록 구성합니다. 하위 지수의 편입비중은 매일...,missing_methodology_rule,market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices,date_resolution_missing:krx_trading_calendar|rebalance_rule_missing_or_ambiguous|selection.total_constituents not extracted with evidence|status=draft_extracted
473590,ACE 미국주식베스트셀러,etfs/output/files/holdings_473590.parquet,2026-06-16,4224,downloaded,draft_review_required,FGI.US.BTS.1,FnGuide US Equity BestSeller Index,monthly,"2,3,5,6,8,9,11,12",3영업일 전 종가로 산출됩니다,requires_calendar,unknown,,,,constituent_universe|corporate_actions|dividend_data|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices,date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
474590,WON 반도체밸류체인액티브,etfs/output/files/holdings_474590.parquet,2026-06-16,6908,downloaded,draft_review_required,,FnGuide Semiconductor Value Chain Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
475300,SOL 반도체전공정,etfs/output/files/holdings_475300.parquet,2026-06-16,3872,downloaded,draft_review_required,,FnGuide Semiconductor Front-End Process Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,20%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
475310,SOL 반도체후공정,etfs/output/files/holdings_475310.parquet,2026-06-16,3861,downloaded,draft_review_required,,FnGuide Semiconductor Back-End Process Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,20%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
476260,HANARO 반도체핵심공정주도주,etfs/output/files/holdings_476260.parquet,2026-06-16,7392,downloaded,draft_review_required,,FnGuide Semiconductor Core Process Tech Leaders Index,quarterly,"3,6,9,12",2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,custom_weighted,60%,,,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
477080,RISE CD금리액티브(합성),etfs/output/files/holdings_477080.parquet,2026-06-16,2116,downloaded,draft_review_required,FBI.CD.01,FnGuide CD Interest Rates Index,annual,1,,requires_calendar,unknown,,,,constituent_universe|corporate_actions|krx_trading_calendar|listed_shares|stock_prices,date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
479850,HANARO K-뷰티,etfs/output/files/holdings_479850.parquet,2026-06-16,7293,downloaded,draft_review_required,FI00.WLT.NHB,FnGuide K-Beauty Index,quarterly,"5,6,11,12",2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,20%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
483020,KIWOOM 의료AI,etfs/output/files/holdings_483020.parquet,2026-06-16,8983,downloaded,draft_review_required,,FnGuide AI medical technology Index,quarterly,"5,6,11,12",2영업일째(D+2)와 3영업일째(D+3)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,20%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
484880,SOL 금융지주플러스고배당,etfs/output/files/holdings_484880.parquet,2026-06-16,3872,downloaded,draft_review_required,,FnGuide Financial Group Plus High Dividend Index(PR),semiannual,"4,10",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,custom_weighted,,,,constituent_universe|corporate_actions|custom_index_formula_inputs|dividend_data|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
486240,DAISHIN343 AI반도체&인프라액티브,etfs/output/files/holdings_486240.parquet,2026-06-16,9395,downloaded,draft_review_required,,FnGuide AI Semiconductor & Infrastructure Index,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,equal_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
487750,BNK 온디바이스AI,etfs/output/files/holdings_487750.parquet,2026-06-16,7381,downloaded,draft_review_required,,FnGuide On-Device AI Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,equal_weighted,20%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
488080,TIGER 반도체TOP10레버리지,etfs/output/files/holdings_488080.parquet,2026-06-16,7369,downloaded,draft_review_required,FI00.WLT.L07,FnGuide Semiconductor TOP10 Leverage Index TR,semiannual,"5,11",mation storage or retrieval system nor should the material be disclosed to third parties without the written authoriz...,requires_calendar,market_cap_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices,date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
491510,파워 K-주주가치액티브,etfs/output/files/holdings_491510.parquet,2026-06-16,21968,downloaded,draft_review_required,FI00.WLT.KAV,FnGuide K-Shareholder Value Index,semiannual,"5,11",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,custom_weighted,5%,,,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
494220,UNICORN SK하이닉스밸류체인액티브,etfs/output/files/holdings_494220.parquet,2026-06-16,6381,downloaded,draft_review_required,FI00.WLT.HSK,FnGuide SK hynix Value Chain Index,quarterly,"5,6,11,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,equal_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
494330,ACE 라이프자산주주가치액티브,etfs/output/files/holdings_494330.parquet,2026-06-16,11517,downloaded,draft_review_required,FI00.WLT.KAV,FnGuide K-Shareholder Value Index,semiannual,"5,11",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,custom_weighted,5%,,,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
